,chrom,window_start,window_end,variant_counts,unique_allele_counts,unique_alleles_with_missing_index,unique_alleles_with_het_index,unique_allele_frequencies,unique_allele_count,entropy,het
18,PvP01_12_v1,88301,88500,1,[448   4 163],[],[1],"[0.7284552845528456, 0.0065040650406504065, 0.26504065040650404]",3,0.6154859616310786,0.39906404917707705
19,PvP01_12_v1,93401,93600,1,[  3 173   4 435],[0],[2],"[0.004878048780487805, 0.2813008130081301, 0.0065040650406504065, 0.7073170731707317]",4,0.6604255463720834,0.420506312380197
20,PvP01_12_v1,94101,94300,2,[376  10 229],[],[1],"[0.6113821138211382, 0.016260162601626018, 0.3723577235772358]",3,0.7356487594187753,0.4872972437041444
21,PvP01_12_v1,97851,98050,1,[495   3 117],[],[1],"[0.8048780487804879, 0.004878048780487805, 0.1902439024390244]",3,0.5163762845401056,0.3159547888161808
22,PvP01_12_v1,98001,98200,3,[  1 169   2 185   1 137   2   1  11 106],[0],"[2, 4, 6, 7]","[0.0016260162601626016, 0.27479674796747966, 0.0032520325203252032, 0.3008130081300813, 0.0016260162601626016, 0.22276422764227644, 0.0032520325203252032, 0.0016260162601626016, 0.01788617886178862, 0.17235772357723578]",10,1.4944188889466097,0.7543181968405049
23,PvP01_12_v1,98051,98250,2,[  1 180   2 293   2 137],[0],"[2, 4]","[0.0016260162601626016, 0.2926829268292683, 0.0032520325203252032, 0.4764227642276423, 0.0032520325203252032, 0.22276422764227644]",6,1.0950648968098813,0.6377103575913807
24,PvP01_12_v1,100151,100350,1,[537   2  76],[],[1],"[0.8731707317073171, 0.0032520325203252032, 0.12357723577235773]",3,0.39543851988108475,0.2222909643730584
25,PvP01_12_v1,102201,102400,2,[397   2   3   3 111   2  97],[],"[2, 3, 5]","[0.6455284552845528, 0.0032520325203252032, 0.004878048780487805, 0.004878048780487805, 0.18048780487804877, 0.0032520325203252032, 0.15772357723577235]",7,0.9720421326072328,0.5257716967413577
26,PvP01_12_v1,102551,102750,1,[452   5 158],[],[1],"[0.734959349593496, 0.008130081300813009, 0.25691056910569104]",3,0.6145953571323719,0.3937656157049375
27,PvP01_12_v1,106751,106950,1,[543   2  70],[],[1],"[0.8829268292682927, 0.0032520325203252032, 0.11382113821138211]",3,0.37591280109318137,0.20747438693899134
28,PvP01_12_v1,107051,107250,1,[539   2  74],[],[1],"[0.8764227642276423, 0.0032520325203252032, 0.12032520325203253]",3,0.3890307166224887,0.21739440809042243
29,PvP01_12_v1,107851,108050,1,[  1 388   3 223],[0],[2],"[0.0016260162601626016, 0.6308943089430894, 0.004878048780487805, 0.36260162601626017]",4,0.6948495626431994,0.4704659924648027
30,PvP01_12_v1,117101,117300,1,[  1 407   2 205],[0],[2],"[0.0016260162601626016, 0.6617886178861788, 0.0032520325203252032, 0.3333333333333333]",4,0.6684672977908598,0.4509114944807985
31,PvP01_12_v1,117301,117500,1,[  1 441   2 171],[0],[2],"[0.0016260162601626016, 0.7170731707317073, 0.0032520325203252032, 0.2780487804878049]",4,0.6234441335054873,0.40848172384162884
32,PvP01_12_v1,118451,118650,1,[410   4 201],[],[1],"[0.6666666666666666, 0.0065040650406504065, 0.32682926829268294]",3,0.6685590166834631,0.44869588208077205
33,PvP01_12_v1,119901,120100,1,[548   1  66],[],[1],"[0.8910569105691057, 0.0016260162601626016, 0.1073170731707317]",3,0.35275060891016563,0.19449798400423024
34,PvP01_12_v1,120301,120500,1,[  3 274   6 332],[0],[2],"[0.004878048780487805, 0.44552845528455287, 0.00975609756097561, 0.5398373983739837]",4,0.7641453499008624,0.5099610020490448
35,PvP01_12_v1,120601,120800,1,[ 12 352   2 249],[0],[2],"[0.01951219512195122, 0.5723577235772358, 0.0032520325203252032, 0.40487804878048783]",4,0.7808919927027482,0.5080891004031991
36,PvP01_12_v1,120851,121050,1,[  2 532   4  77],[0],[2],"[0.0032520325203252032, 0.865040650406504, 0.0065040650406504065, 0.12520325203252033]",4,0.4369412505413343,0.23597594024720747
37,PvP01_12_v1,120951,121150,2,[  2   1 477   1  53   1   2   1  15   1  61],"[0, 1]","[3, 5, 6, 7, 9]","[0.0032520325203252032, 0.0016260162601626016, 0.775609756097561, 0.0016260162601626016, 0.08617886178861789, 0.0016260162601626016, 0.0032520325203252032, 0.0016260162601626016, 0.024390243902439025, 0.0016260162601626016, 0.0991869918699187]",11,0.817577576708394,0.38053539559785843
38,PvP01_12_v1,121051,121250,1,[  1 493   4 117],[0],[2],"[0.0016260162601626016, 0.8016260162601626, 0.0065040650406504065, 0.1902439024390244]",4,0.536141697694545,0.32115804084870114
39,PvP01_12_v1,121751,121950,2,[  1 495   7   1 111],[0],"[2, 3]","[0.0016260162601626016, 0.8048780487804879, 0.011382113821138212, 0.0016260162601626016, 0.18048780487804877]",5,0.5555485834804073,0.3194606385088242
40,PvP01_12_v1,123651,123850,1,[469   6 140],[],[1],"[0.7626016260162601, 0.00975609756097561, 0.22764227642276422]",3,0.5887552850715976,0.36652257254279863
41,PvP01_12_v1,125251,125450,1,[476   3 136],[],[1],"[0.7739837398373983, 0.004878048780487805, 0.22113821138211381]",3,0.5579543004239759,0.3520232665741292
42,PvP01_12_v1,125551,125750,1,[209 406],[],[],"[0.33983739837398375, 0.6601626016260163]",2,0.6409275662472513,0.44869588208077205
43,PvP01_12_v1,128301,128500,1,[  8 526   9  72],[0],[2],"[0.013008130081300813, 0.8552845528455284, 0.014634146341463415, 0.11707317073170732]",4,0.5031199068330935,0.2543988366712936
44,PvP01_12_v1,130301,130500,2,[  3 263  11 338],[0],[2],"[0.004878048780487805, 0.4276422764227642, 0.01788617886178862, 0.5495934959349593]",4,0.7901772141434305,0.5147253618877653
45,PvP01_12_v1,130501,130700,1,[549   1  65],[],[1],"[0.8926829268292683, 0.0016260162601626016, 0.10569105691056911]",3,0.3492950858033492,0.19194394870777975
46,PvP01_12_v1,131001,131200,1,[  1 535  79],[0],[],"[0.0016260162601626016, 0.8699186991869918, 0.12845528455284552]",3,0.3952822841735778,0.22673805274638126
47,PvP01_12_v1,131951,132150,1,[  5 359   3 248],[0],[2],"[0.008130081300813009, 0.583739837398374, 0.004878048780487805, 0.4032520325203252]",4,0.7455473199294731,0.4965457069204837
48,PvP01_12_v1,139451,139650,1,[  3 341   9 262],[0],[2],"[0.004878048780487805, 0.5544715447154471, 0.014634146341463415, 0.42601626016260163]",4,0.7782904908941326,0.5108334985788883
49,PvP01_12_v1,147901,148100,1,[  5 440   4 166],[0],[2],"[0.008130081300813009, 0.7154471544715447, 0.0065040650406504065, 0.26991869918699185]",4,0.6649341056678979,0.415170863903761
50,PvP01_12_v1,148351,148550,1,[  1 292   3 319],[0],[2],"[0.0016260162601626016, 0.47479674796747967, 0.004878048780487805, 0.5186991869918699]",4,0.7305590012752854,0.5054927622446956
51,PvP01_12_v1,152301,152500,1,[541   1  73],[],[1],"[0.8796747967479674, 0.0016260162601626016, 0.11869918699186992]",3,0.3761858953515926,0.212080111045013
52,PvP01_12_v1,152751,152950,1,[351   3 261],[],[1],"[0.5707317073170731, 0.004878048780487805, 0.424390243902439]",3,0.7097984830687192,0.4941344437834623
53,PvP01_12_v1,155751,155950,1,[  1 263   4 347],[0],[2],"[0.0016260162601626016, 0.4276422764227642, 0.0065040650406504065, 0.5642276422764227]",4,0.7293663547190516,0.49872430431621395
54,PvP01_12_v1,156101,156300,1,[377   3 235],[],[1],"[0.6130081300813008, 0.004878048780487805, 0.3821138211382114]",3,0.6935655712897997,0.4781862647894771
55,PvP01_12_v1,165251,165450,1,[548   1  66],[],[1],"[0.8910569105691057, 0.0016260162601626016, 0.1073170731707317]",3,0.35275060891016563,0.19449798400423024
56,PvP01_12_v1,165851,166050,1,[529  11  75],[],[1],"[0.8601626016260162, 0.01788617886178862, 0.12195121951219512]",3,0.4581404190763622,0.24492828342917583
57,PvP01_12_v1,168701,168900,1,[486   4 125],[],[1],"[0.7902439024390244, 0.0065040650406504065, 0.2032520325203252]",3,0.5426274941107339,0.33416088307224534
58,PvP01_12_v1,170401,170600,1,[  3 549  63],[0],[],"[0.004878048780487805, 0.8926829268292683, 0.1024390243902439]",3,0.3607127246887891,0.19259964306960142
59,PvP01_12_v1,172201,172400,1,[  2 115   1 497],[0],[2],"[0.0032520325203252032, 0.18699186991869918, 0.0016260162601626016, 0.808130081300813]",4,0.5147560367611226,0.31194659263665814
60,PvP01_12_v1,172351,172550,2,[  1   1  36  79   1 378   1 118],"[0, 1]","[4, 6]","[0.0016260162601626016, 0.0016260162601626016, 0.05853658536585366, 0.12845528455284552, 0.0016260162601626016, 0.6146341463414634, 0.0016260162601626016, 0.191869918699187]",8,1.0874371397407177,0.5654729327781083
61,PvP01_12_v1,172401,172600,1,[415   1 199],[],[1],"[0.6747967479674797, 0.0016260162601626016, 0.3235772357723577]",3,0.6409665832277963,0.4399444774935555
62,PvP01_12_v1,177351,177550,1,[  2 460   4 149],[0],[2],"[0.0032520325203252032, 0.7479674796747967, 0.0065040650406504065, 0.24227642276422764]",4,0.6120553465809608,0.38179390574393557
63,PvP01_12_v1,179251,179450,1,[524   3  88],[],[1],"[0.8520325203252033, 0.004878048780487805, 0.14308943089430895]",3,0.44060906597836735,0.25354220371472
64,PvP01_12_v1,181651,181850,1,[  2 401   2 210],[0],[2],"[0.0032520325203252032, 0.6520325203252032, 0.0032520325203252032, 0.34146341463414637]",4,0.6830146214279122,0.458235177473726
65,PvP01_12_v1,193001,193200,1,[  1 444   2 168],[0],[2],"[0.0016260162601626016, 0.7219512195121951, 0.0032520325203252032, 0.2731707317073171]",4,0.618763164358103,0.4041509683389518
66,PvP01_12_v1,195151,195350,1,[  2 111   2 500],[0],[2],"[0.0032520325203252032, 0.18048780487804877, 0.0032520325203252032, 0.8130081300813008]",4,0.5145743161333394,0.3064207812809836
67,PvP01_12_v1,196701,196900,1,[  1 112   2 500],[0],[2],"[0.0016260162601626016, 0.1821138211382114, 0.0032520325203252032, 0.8130081300813008]",4,0.5075373618597434,0.3058391169277547
68,PvP01_12_v1,196751,196950,2,[  1 112   1   1 408  92],[0],"[2, 3]","[0.0016260162601626016, 0.1821138211382114, 0.0016260162601626016, 0.0016260162601626016, 0.6634146341463415, 0.14959349593495935]",6,0.8979256339358508,0.5043294335382378
69,PvP01_12_v1,196901,197100,1,[  1 521   1  92],[0],[2],"[0.0016260162601626016, 0.8471544715447155, 0.0016260162601626016, 0.14959349593495935]",4,0.4456054859495815,0.2599457994579947
70,PvP01_12_v1,200751,200950,1,[  2 537   3  73],[0],[2],"[0.0032520325203252032, 0.8731707317073171, 0.004878048780487805, 0.11869918699186992]",4,0.415985443119986,0.2234490052217596
71,PvP01_12_v1,201101,201300,1,[  2 481   3 129],[0],[2],"[0.0032520325203252032, 0.7821138211382114, 0.004878048780487805, 0.2097560975609756]",4,0.5644026120168414,0.34426597924515834
72,PvP01_12_v1,201201,201400,2,[  2 421   2  58   2   1 114  15],[0],"[2, 4, 5]","[0.0032520325203252032, 0.6845528455284553, 0.0032520325203252032, 0.0943089430894309, 0.0032520325203252032, 0.0016260162601626016, 0.18536585365853658, 0.024390243902439025]",8,0.9514427933205989,0.48750347015665274
73,PvP01_12_v1,201301,201500,1,[539   2  74],[],[1],"[0.8764227642276423, 0.0032520325203252032, 0.12032520325203253]",3,0.3890307166224887,0.21739440809042243
74,PvP01_12_v1,204901,205100,1,[301   2 312],[],[1],"[0.4894308943089431, 0.0032520325203252032, 0.5073170731707317]",3,0.7126084813884854,0.5030762112499174
75,PvP01_12_v1,205001,205200,2,[ 65   1 235   1   1 269   1  42],[],"[1, 3, 4, 6]","[0.10569105691056911, 0.0016260162601626016, 0.3821138211382114, 0.0016260162601626016, 0.0016260162601626016, 0.4373983739837398, 0.0016260162601626016, 0.06829268292682927]",8,1.1918706361839329,0.6468266243638046
76,PvP01_12_v1,205101,205300,1,[335   3 277],[],[1],"[0.5447154471544715, 0.004878048780487805, 0.4504065040650406]",3,0.7161224072515677,0.5003952673673079
77,PvP01_12_v1,205601,205800,1,[  1 375  16 223],[0],[2],"[0.0016260162601626016, 0.6097560975609756, 0.026016260162601626, 0.36260162601626017]",4,0.7748613176758723,0.49603807257584775
78,PvP01_12_v1,206401,206600,1,[  1  65   3 546],[0],[2],"[0.0016260162601626016, 0.10569105691056911, 0.004878048780487805, 0.8878048780487805]",4,0.3795719098131213,0.2006054597131337
79,PvP01_12_v1,207451,207650,2,[474   6 135],[],[1],"[0.7707317073170732, 0.00975609756097561, 0.21951219512195122]",3,0.5787362151430665,0.35769185008923254
80,PvP01_12_v1,207651,207850,1,[522   1  92],[],[1],"[0.848780487804878, 0.0016260162601626016, 0.14959349593495935]",3,0.433805958923186,0.2571908255667924
81,PvP01_12_v1,212651,212850,1,[429   1 185],[],[1],"[0.697560975609756, 0.0016260162601626016, 0.3008130081300813]",3,0.6230355265713807,0.42291757551721854
82,PvP01_12_v1,212751,212950,2,[158   2 269   1  32   1 152],[],"[1, 3, 5]","[0.25691056910569104, 0.0032520325203252032, 0.4373983739837398, 0.0016260162601626016, 0.05203252032520325, 0.0016260162601626016, 0.24715447154471545]",7,1.2496107901634275,0.6788710423689602
83,PvP01_12_v1,212851,213050,1,[190   3 422],[],[1],"[0.3089430894308943, 0.004878048780487805, 0.6861788617886179]",3,0.647276490408642,0.43368894176746653
84,PvP01_12_v1,214351,214550,1,[482   4 129],[],[1],"[0.7837398373983739, 0.0065040650406504065, 0.2097560975609756]",3,0.5513295188967218,0.34171194394870796
85,PvP01_12_v1,215551,215750,1,[  1 450 164],[0],[],"[0.0016260162601626016, 0.7317073170731707, 0.26666666666666666]",3,0.5914767289331309,0.393490647101593
86,PvP01_12_v1,222151,222350,1,[493   3 119],[],[1],"[0.8016260162601626, 0.004878048780487805, 0.19349593495934958]",3,0.5210327469133105,0.31993125784916376
87,PvP01_12_v1,222301,222500,2,[213   2 278   1   2  98  21],[],"[1, 3, 4]","[0.3463414634146341, 0.0032520325203252032, 0.45203252032520325, 0.0016260162601626016, 0.0032520325203252032, 0.15934959349593497, 0.03414634146341464]",7,1.181836456869522,0.6491321303456936
88,PvP01_12_v1,222351,222550,1,[312   2 301],[],[1],"[0.5073170731707317, 0.0032520325203252032, 0.4894308943089431]",3,0.7126084813884854,0.5030762112499174
89,PvP01_12_v1,226101,226300,1,[548   1  66],[],[1],"[0.8910569105691057, 0.0016260162601626016, 0.1073170731707317]",3,0.35275060891016563,0.19449798400423024
90,PvP01_12_v1,229401,229600,1,[  2 528   3  82],[0],[2],"[0.0032520325203252032, 0.8585365853658536, 0.004878048780487805, 0.13333333333333333]",4,0.4441979632541617,0.24510278273514452
91,PvP01_12_v1,231601,231800,1,[  2  67 546],[0],[],"[0.0032520325203252032, 0.10894308943089431, 0.8878048780487805]",3,0.3658000554210987,0.19992332606252894
92,PvP01_12_v1,237851,238050,1,[464   3 148],[],[1],"[0.7544715447154472, 0.004878048780487805, 0.24065040650406505]",3,0.5813138359104597,0.3728362747042103
93,PvP01_12_v1,239301,239500,1,[  2 454   1 158],[0],[2],"[0.0032520325203252032, 0.7382113821138211, 0.0016260162601626016, 0.25691056910569104]",4,0.6022849710745625,0.38902769515500046
94,PvP01_12_v1,240051,240250,1,[386   4 225],[],[1],"[0.6276422764227643, 0.0065040650406504065, 0.36585365853658536]",3,0.6929702473936743,0.47217397052019294
95,PvP01_12_v1,240451,240650,1,[527   3  85],[],[1],"[0.8569105691056911, 0.004878048780487805, 0.13821138211382114]",3,0.43180782431224274,0.2465780950492431
96,PvP01_12_v1,242701,242900,1,[  3 380   1 231],[0],[2],"[0.004878048780487805, 0.6178861788617886, 0.0016260162601626016, 0.375609756097561]",4,0.701688277513343,0.47710754180712533
97,PvP01_12_v1,245651,245850,1,[503   2 110],[],[1],"[0.8178861788617886, 0.0032520325203252032, 0.17886178861788618]",3,0.49089708055699843,0.29906008328375977
98,PvP01_12_v1,251151,251350,1,[  3 540   3  69],[0],[2],"[0.004878048780487805, 0.8780487804878049, 0.004878048780487805, 0.11219512195121951]",4,0.411553393154953,0.21639500297441994
99,PvP01_12_v1,252451,252650,1,[  2 346   3 264],[0],[2],"[0.0032520325203252032, 0.5626016260162602, 0.004878048780487805, 0.4292682926829268]",4,0.7312149334524947,0.49917377222552717
100,PvP01_12_v1,254601,254800,1,[  2 550  63],[0],[],"[0.0032520325203252032, 0.8943089430894309, 0.1024390243902439]",3,0.35193310496363894,0.1897071848767269
101,PvP01_12_v1,255351,255550,1,[  1 547  67],[0],[],"[0.0016260162601626016, 0.8894308943089431, 0.10894308943089431]",3,0.35617852727965865,0.19704144358516762
102,PvP01_12_v1,255951,256150,1,[  3 195   3 414],[0],[2],"[0.004878048780487805, 0.3170731707317073, 0.004878048780487805, 0.6731707317073171]",4,0.6825408030656732,0.44625817965496717
103,PvP01_12_v1,259401,259600,1,[443   3 169],[],[1],"[0.7203252032520325, 0.004878048780487805, 0.27479674796747966]",3,0.6172318160699344,0.40559455350651075
104,PvP01_12_v1,262901,263100,1,[  2  62 551],[0],[],"[0.0032520325203252032, 0.1008130081300813, 0.8959349593495934]",3,0.34839542865664563,0.1871267102914933
105,PvP01_12_v1,263751,263950,1,[239   1 375],[],[1],"[0.3886178861788618, 0.0016260162601626016, 0.6097560975609756]",3,0.6793912943910136,0.47717099610020486
106,PvP01_12_v1,266351,266550,1,[445 170],[],[],"[0.7235772357723578, 0.2764227642276423]",2,0.589542934696727,0.4000264392887831
107,PvP01_12_v1,268301,268500,1,[512   1 102],[],[1],"[0.832520325203252, 0.0016260162601626016, 0.16585365853658537]",3,0.4610215605297315,0.27939982814462294
108,PvP01_12_v1,272401,272600,1,[  1 529   2  83],[0],[2],"[0.0016260162601626016, 0.8601626016260162, 0.0032520325203252032, 0.13495934959349593]",4,0.42893455193452135,0.24189305307687237
109,PvP01_12_v1,276951,277150,1,[  2 353   2 258],[0],[2],"[0.0032520325203252032, 0.5739837398373984, 0.0032520325203252032, 0.4195121951219512]",4,0.7203224536122563,0.4945310331152092
110,PvP01_12_v1,279701,279900,1,[549  66],[],[],"[0.8926829268292683, 0.1073170731707317]",2,0.3408690038024912,0.19160023795359904
111,PvP01_12_v1,281501,281700,1,[  1 468   2 144],[0],[2],"[0.0016260162601626016, 0.7609756097560976, 0.0032520325203252032, 0.23414634146341465]",4,0.5768701182300583,0.3660783924912421
112,PvP01_12_v1,282951,283150,1,[116   1 498],[],[1],"[0.1886178861788618, 0.0016260162601626016, 0.8097560975609757]",3,0.4959388523160862,0.30871571154735933
113,PvP01_12_v1,283351,283550,1,[544   2  69],[],[1],"[0.8845528455284553, 0.0032520325203252032, 0.11219512195121951]",3,0.37256855485047957,0.2049679423623505
114,PvP01_12_v1,287451,287650,1,[325   2 288],[],[1],"[0.5284552845528455, 0.0032520325203252032, 0.4682926829268293]",3,0.7109521915505228,0.5014263996298499
115,PvP01_12_v1,287851,288050,1,[543  72],[],[],"[0.8829268292682927, 0.11707317073170732]",2,0.3610526396873587,0.2067340868530636
116,PvP01_12_v1,287951,288150,2,[475   3  65  72],[],[1],"[0.7723577235772358, 0.004878048780487805, 0.10569105691056911, 0.11707317073170732]",4,0.7141011265141093,0.37856302465463676
117,PvP01_12_v1,288051,288250,1,[547   3  65],[],[1],"[0.8894308943089431, 0.004878048780487805, 0.10569105691056911]",3,0.3676962444991285,0.19771828937801572
118,PvP01_12_v1,288201,288400,1,[ 73   2 540],[],[1],"[0.11869918699186992, 0.0032520325203252032, 0.8780487804878049]",3,0.38578947280416775,0.21493026637583446
119,PvP01_12_v1,288601,288800,1,[550  65],[],[],"[0.8943089430894309, 0.10569105691056911]",2,0.33741051891578533,0.1890409147993919
120,PvP01_12_v1,304851,305050,1,[429   2 184],[],[1],"[0.697560975609756, 0.0032520325203252032, 0.2991869918699187]",3,0.6308913865361235,0.42388525348668127
121,PvP01_12_v1,311501,311700,1,[456   1 158],[],[1],"[0.7414634146341463, 0.0016260162601626016, 0.25691056910569104]",3,0.5813836721043701,0.38422632031198367
122,PvP01_12_v1,313901,314100,1,[  1 352   1 261],[0],[2],"[0.0016260162601626016, 0.5723577235772358, 0.0016260162601626016, 0.424390243902439]",4,0.703999503380903,0.4922942692841562
123,PvP01_12_v1,314501,314700,1,[491 124],[],[],"[0.7983739837398374, 0.2016260162601626]",2,0.5026483151526412,0.32194593165443863
124,PvP01_12_v1,315201,315400,2,[  1 129   2 230   2   1 250],[0],"[2, 4, 5]","[0.0016260162601626016, 0.2097560975609756, 0.0032520325203252032, 0.37398373983739835, 0.0032520325203252032, 0.0016260162601626016, 0.4065040650406504]",7,1.1194891630865307,0.6508665476898672
125,PvP01_12_v1,323401,323600,1,[  1 503   3 108],[0],[2],"[0.0016260162601626016, 0.8178861788617886, 0.004878048780487805, 0.17560975609756097]",4,0.506300536171414,0.3001969727014344
126,PvP01_12_v1,323451,323650,4,[  1 480  16   7   3 108],[0],[4],"[0.0016260162601626016, 0.7804878048780488, 0.026016260162601626, 0.011382113821138212, 0.004878048780487805, 0.17560975609756097]",6,0.6811895363145286,0.35916716240333135
127,PvP01_12_v1,323601,323800,3,[  1 480   3  16 115],[0],[2],"[0.0016260162601626016, 0.7804878048780488, 0.004878048780487805, 0.026016260162601626, 0.18699186991869918]",5,0.6383022986088851,0.3551695419393218
128,PvP01_12_v1,324051,324250,3,[245   2  56  51   1 233  27],[],[4],"[0.3983739837398374, 0.0032520325203252032, 0.0910569105691057, 0.08292682926829269, 0.0016260162601626016, 0.37886178861788616, 0.04390243902439024]",7,1.325334604460807,0.6806530504329433
129,PvP01_12_v1,324151,324350,4,[  1 244   2  55   1  50   1   1 114   1 118  27],[0],"[6, 7, 9]","[0.0016260162601626016, 0.3967479674796748, 0.0032520325203252032, 0.08943089430894309, 0.0016260162601626016, 0.08130081300813008, 0.0016260162601626016, 0.0016260162601626016, 0.18536585365853658, 0.0016260162601626016, 0.191869918699187, 0.04390243902439024]",12,1.623972152395311,0.7548575583316809
130,PvP01_12_v1,324201,324400,5,[  1  69 175   2  55   1  50   1   1 114   1 118  27],[0],"[7, 8, 10]","[0.0016260162601626016, 0.11219512195121951, 0.2845528455284553, 0.0032520325203252032, 0.08943089430894309, 0.0016260162601626016, 0.08130081300813008, 0.0016260162601626016, 0.0016260162601626016, 0.18536585365853658, 0.0016260162601626016, 0.191869918699187, 0.04390243902439024]",13,1.8602618316111086,0.818708440742944
131,PvP01_12_v1,324251,324450,2,[  1  69 424   2 119],[0],[3],"[0.0016260162601626016, 0.11219512195121951, 0.6894308943089431, 0.0032520325203252032, 0.19349593495934958]",5,0.8487079200391148,0.47464340009253747
132,PvP01_12_v1,324351,324550,1,[  1  69 545],[0],[],"[0.0016260162601626016, 0.11219512195121951, 0.8861788617886179]",3,0.36295298828021066,0.20209663560050228
133,PvP01_12_v1,324501,324700,1,[307   3 305],[],[1],"[0.4991869918699187, 0.004878048780487805, 0.4959349593495935]",3,0.7205926950576815,0.504837067882874
134,PvP01_12_v1,326551,326750,1,[  2  73   1 539],[0],[2],"[0.0032520325203252032, 0.11869918699186992, 0.0016260162601626016, 0.8764227642276423]",4,0.39764417628635207,0.21778042170665612
135,PvP01_12_v1,327051,327250,1,[522   2  91],[],[1],"[0.848780487804878, 0.0032520325203252032, 0.14796747967479676]",3,0.4405214705237689,0.2576667327648887
136,PvP01_12_v1,327201,327400,2,[519   3   1   1   7  84],[],"[2, 3]","[0.8439024390243902, 0.004878048780487805, 0.0016260162601626016, 0.0016260162601626016, 0.011382113821138212, 0.13658536585365855]",6,0.5129329436189958,0.26901447551060886
137,PvP01_12_v1,327251,327450,1,[527  88],[],[],"[0.8569105691056911, 0.14308943089430895]",2,0.4105323023506152,0.24522969132130346
138,PvP01_12_v1,327451,327650,1,[382   1 232],[],[1],"[0.6211382113821138, 0.0016260162601626016, 0.3772357723577236]",3,0.6739901658320535,0.47187785048582187
