,window_start,window_end,variant_counts,unique_allele_counts,unique_alleles_with_missing_index,unique_alleles_with_het_index,unique_allele_frequencies,unique_allele_count,entropy,het
10,207460,207659,2,[  2   2   2 347   2 134   1 202   2],"[0, 1, 2]","[4, 6]","[0.002881844380403458, 0.002881844380403458, 0.002881844380403458, 0.5, 0.002881844380403458, 0.1930835734870317, 0.001440922190201729, 0.2910662824207493, 0.002881844380403458]",9,1.1170717032796793,0.6279555514953201
11,207560,207759,1,[  4 552   2 136],[0],[2],"[0.005763688760806916, 0.7953890489913544, 0.002881844380403458, 0.19596541786743515]",4,0.5480468051600335,0.328912290609506
12,207610,207809,2,[  3   1   1 368   2 181   2 125  11],"[0, 1, 2]","[4, 6]","[0.004322766570605188, 0.001440922190201729, 0.001440922190201729, 0.5302593659942363, 0.002881844380403458, 0.260806916426513, 0.002881844380403458, 0.18011527377521613, 0.01585014409221902]",9,1.1374475013467256,0.6180725693262132
13,207660,207859,1,[  4 496   2 192],[0],[2],"[0.005763688760806916, 0.7146974063400576, 0.002881844380403458, 0.276657060518732]",4,0.64213731657237,0.41262696310076485
14,219410,219609,2,[176 348   1 169],[],[2],"[0.25360230547550433, 0.5014409221902018, 0.001440922190201729, 0.24351585014409222]",4,1.0474798439214568,0.6249408266823908
15,220460,220659,1,[  2 545   2 145],[0],[2],"[0.002881844380403458, 0.7853025936599424, 0.002881844380403458, 0.20893371757925072]",4,0.5506459670418318,0.3396299279954156
16,226160,226359,1,[  4 438   5 247],[0],[2],"[0.005763688760806916, 0.6311239193083573, 0.007204610951008645, 0.3559077809798271]",4,0.7234184030159634,0.47492712338778664
17,226710,226909,1,[253   1 440],[],[1],"[0.3645533141210375, 0.001440922190201729, 0.6340057636887608]",3,0.6662062249311883,0.46513549651604114
18,226960,227159,1,[  1 300   7 386],[0],[2],"[0.001440922190201729, 0.4322766570605187, 0.010086455331412104, 0.5561959654178674]",4,0.7446198883833576,0.5036791269755584
19,227010,227209,2,[  1 299   1   2   5 234   1 151],[0],"[3, 4, 6]","[0.001440922190201729, 0.430835734870317, 0.001440922190201729, 0.002881844380403458, 0.007204610951008645, 0.3371757925072046, 0.001440922190201729, 0.21757925072046108]",8,1.141866040161183,0.6532858839455522
20,227060,227259,3,[  1   1 298   1   2   5 164  70   1 150   1],"[0, 1]","[4, 5, 8]","[0.001440922190201729, 0.001440922190201729, 0.42939481268011526, 0.001440922190201729, 0.002881844380403458, 0.007204610951008645, 0.23631123919308358, 0.10086455331412104, 0.001440922190201729, 0.21613832853025935, 0.001440922190201729]",11,1.365907986266224,0.7028170651695471
21,227160,227359,2,[  1   1 464  70   6 151   1],"[0, 1]",[4],"[0.001440922190201729, 0.001440922190201729, 0.6685878962536023, 0.10086455331412104, 0.008645533141210375, 0.21757925072046108, 0.001440922190201729]",7,0.9017501862260271,0.49539486251027764
22,227210,227409,1,[  1 622  71],[0],[],"[0.001440922190201729, 0.8962536023054755, 0.10230547550432277]",3,0.34083073723057544,0.18626099377953476
23,227310,227509,1,[416   3 275],[],[1],"[0.5994236311239193, 0.004322766570605188, 0.3962536023054755]",3,0.6971218783843305,0.4836557067993257
24,228410,228609,1,[450   3 241],[],[1],"[0.6484149855907781, 0.004322766570605188, 0.3472622478386167]",3,0.6717323206203252,0.45894825137655815
25,228710,228909,1,[562   3 129],[],[1],"[0.8097982708933718, 0.004322766570605188, 0.18587896253602307]",3,0.5071467779867549,0.3096570854338131
26,229760,229959,1,[  5 584  36  69],[0],[2],"[0.007204610951008645, 0.8414985590778098, 0.05187319884726225, 0.0994236311239193]",4,0.5637552542597065,0.2792523814665018
27,231610,231809,1,[620   2  72],[],[1],"[0.8933717579250721, 0.002881844380403458, 0.1037463976945245]",3,0.35265592114867633,0.1911152820802431
28,237960,238159,1,[  2 602   1  89],[0],[2],"[0.002881844380403458, 0.8674351585014409, 0.001440922190201729, 0.1282420749279539]",4,0.4130340450267027,0.23109983472996198
29,242510,242709,1,[  1 325   5 363],[0],[2],"[0.001440922190201729, 0.46829971181556196, 0.007204610951008645, 0.5230547550432276]",4,0.7392174898187988,0.5070551204644171
30,245760,245959,1,[464   1 229],[],[1],"[0.6685878962536023, 0.001440922190201729, 0.329971181556196]",3,0.6444477947331686,0.4441071680688321
31,245860,246059,2,[  1 110 353   1   1   4 224],"[0, 4]",[3],"[0.001440922190201729, 0.1585014409221902, 0.5086455331412104, 0.001440922190201729, 0.001440922190201729, 0.005763688760806916, 0.3227665706051873]",7,1.058797670312816,0.6119393068624437
32,245960,246159,1,[  2 114 578],[0],[],"[0.002881844380403458, 0.1642651296829971, 0.8328530259365994]",3,0.46589182567866827,0.27936449933144536
33,246010,246209,2,[  2  65  49   1 513   1  63],"[0, 3]",[5],"[0.002881844380403458, 0.0936599423631124, 0.07060518731988473, 0.001440922190201729, 0.739193083573487, 0.001440922190201729, 0.09077809798270893]",7,0.8858442114476859,0.4315831873032747
34,246060,246259,1,[  1 580   1 112],[0],[2],"[0.001440922190201729, 0.8357348703170029, 0.001440922190201729, 0.16138328530259366]",4,0.46318064402478676,0.2754985092476476
35,256360,256559,1,[  1 614  79],[0],[],"[0.001440922190201729, 0.8847262247838616, 0.1138328530259366]",3,0.3651473694012711,0.20429951249491318
36,259410,259609,1,[615  79],[],[],"[0.8861671469740634, 0.1138328530259366]",2,0.3544545613052149,0.20174986919582416
37,259910,260109,1,[490   2 202],[],[1],"[0.7060518731988472, 0.002881844380403458, 0.2910662824207493]",3,0.6218451436805039,0.4167628665631308
38,259960,260159,2,[227   2 261   2 201   1],[],"[1, 3]","[0.3270893371757925, 0.002881844380403458, 0.3760806916426513, 0.002881844380403458, 0.2896253602305475, 0.001440922190201729]",6,1.1353532926082233,0.6676743432799874
39,260110,260309,1,[430   2 262],[],[1],"[0.6195965417867435, 0.002881844380403458, 0.37752161383285304]",3,0.68120366932208,0.4735692514679135
40,263510,263709,1,[  1 528   4 161],[0],[2],"[0.001440922190201729, 0.760806916426513, 0.005763688760806916, 0.23198847262247838]",4,0.5860827414810348,0.36731888812298086
41,265860,266059,1,[  1 555   4 134],[0],[2],"[0.001440922190201729, 0.7997118155619597, 0.005763688760806916, 0.1930835734870317]",4,0.5354359176146246,0.3231444493351825
42,266960,267159,1,[597   3  94],[],[1],"[0.8602305475504323, 0.004322766570605188, 0.13544668587896252]",3,0.4238263364509426,0.2416389140346652
43,268760,268959,1,[  2 217   6 469],[0],[2],"[0.002881844380403458, 0.3126801152737752, 0.008645533141210375, 0.6757925072046109]",4,0.6862655119533854,0.4454525824481559
44,269660,269859,1,[488 206],[],[],"[0.7031700288184438, 0.2968299711815562]",2,0.6081543685370789,0.4174438787798255
45,269960,270159,1,[  1 463   5 225],[0],[2],"[0.001440922190201729, 0.6671469740634006, 0.007204610951008645, 0.3242074927953891]",4,0.6801702226104192,0.44975043393766234
46,270060,270259,2,[  1   1 379   2  81   5 224   1],"[0, 1]","[3, 5]","[0.001440922190201729, 0.001440922190201729, 0.5461095100864554, 0.002881844380403458, 0.11671469740634005, 0.007204610951008645, 0.3227665706051873, 0.001440922190201729]",8,1.0267388152711756,0.5838973830859819
47,270160,270359,1,[  1 609   2  82],[0],[2],"[0.001440922190201729, 0.877521613832853, 0.002881844380403458, 0.11815561959654179]",4,0.3932866612674444,0.2159846855301515
48,270210,270409,2,[  1 242   2 365   1   1  68  14],[0],"[2, 4, 5]","[0.001440922190201729, 0.34870317002881845, 0.002881844380403458, 0.5259365994236311, 0.001440922190201729, 0.001440922190201729, 0.09798270893371758, 0.020172910662824207]",8,1.056816218842199,0.5917747012266525
49,270260,270459,1,[311   2 381],[],[1],"[0.44812680115273773, 0.002881844380403458, 0.5489913544668588]",3,0.7057739029100685,0.4977825577822257
50,270410,270609,1,[364   4 326],[],[1],"[0.5244956772334294, 0.005763688760806916, 0.4697406340057637]",3,0.7231092348730872,0.5042148012191779
51,271210,271409,2,[  1 112   1 325 255],"[0, 2]",[],"[0.001440922190201729, 0.16138328530259366, 0.001440922190201729, 0.46829971181556196, 0.36743515850144093]",5,1.0363663958704732,0.6196380669219078
52,271310,271509,3,[  1  85   1  26   1 260  65 250   5],"[0, 4]",[2],"[0.001440922190201729, 0.12247838616714697, 0.001440922190201729, 0.037463976945244955, 0.001440922190201729, 0.3746397694524496, 0.0936599423631124, 0.36023054755043227, 0.007204610951008645]",9,1.401462331652019,0.704644171116777
53,271410,271609,1,[597   1  96],[],[1],"[0.8602305475504323, 0.001440922190201729, 0.138328530259366]",3,0.41257002523836683,0.2408665465206089
54,271460,271659,2,[ 33 309   2 253   1   3  80   1  12],"[0, 5]","[2, 4, 7]","[0.04755043227665706, 0.4452449567723343, 0.002881844380403458, 0.3645533141210375, 0.001440922190201729, 0.004322766570605188, 0.11527377521613832, 0.001440922190201729, 0.01729106628242075]",9,1.251408723422726,0.6529785979453363
55,271510,271709,1,[ 36 390   3 265],[0],[2],"[0.05187319884726225, 0.5619596541786743, 0.004322766570605188, 0.3818443804034582]",4,0.8685120890442496,0.5356867011602123
56,272710,272909,1,[  1 621   2  70],[0],[2],"[0.001440922190201729, 0.8948126801152738, 0.002881844380403458, 0.10086455331412104]",4,0.35711524121967864,0.18912622810587243
57,273760,273959,1,[  1 369   1 323],[0],[2],"[0.001440922190201729, 0.531700288184438, 0.001440922190201729, 0.4654178674351585]",4,0.710677058414769,0.5006768597031783
58,273960,274159,1,[580   2 112],[],[1],"[0.8357348703170029, 0.002881844380403458, 0.16138328530259366]",3,0.46118310171769755,0.27549435673413114
59,276160,276359,1,[  6 152   2 534],[0],[2],"[0.008645533141210375, 0.21902017291066284, 0.002881844380403458, 0.7694524495677233]",4,0.5921865594263055,0.35989004144208503
60,282010,282209,1,[623  71],[],[],"[0.8976945244956772, 0.10230547550432277]",2,0.33011929123516665,0.18367813037231429
61,284110,284309,1,[284   3 407],[],[1],"[0.4092219020172911, 0.004322766570605188, 0.5864553314121037]",3,0.7021384057821316,0.48858889285684626
62,288310,288509,1,[489   2 203],[],[1],"[0.7046109510086456, 0.002881844380403458, 0.29250720461095103]",3,0.6231169670488576,0.41795463794234644
63,290310,290509,1,[130   1 563],[],[1],"[0.1873198847262248, 0.001440922190201729, 0.8112391930835735]",3,0.49288131324186013,0.3068001561345082
64,293260,293459,1,[619   2  73],[],[1],"[0.8919308357348703, 0.002881844380403458, 0.10518731988472622]",3,0.3557471804538975,0.19338670697373117
65,293710,293909,1,[  1 324   2 367],[0],[2],"[0.001440922190201729, 0.4668587896253602, 0.002881844380403458, 0.5288184438040345]",4,0.7188192346943235,0.5023835427584318
66,293760,293959,2,[  1 223   1 100   1   1 333  34],[0],"[2, 4, 5]","[0.001440922190201729, 0.32132564841498557, 0.001440922190201729, 0.1440922190201729, 0.001440922190201729, 0.001440922190201729, 0.47982708933717577, 0.04899135446685879]",8,1.1817745100243076,0.6433447665872153
67,293910,294109,1,[558   1 135],[],[1],"[0.8040345821325648, 0.001440922190201729, 0.19452449567723343]",3,0.5032725424982174,0.3156865350596716
68,307110,307309,1,[  1 599   1  93],[0],[2],"[0.001440922190201729, 0.8631123919308358, 0.001440922190201729, 0.1340057636887608]",4,0.41524796895866756,0.23707530168010693
69,309160,309359,2,[  1 115   2 576],[0],[2],"[0.001440922190201729, 0.16570605187319884, 0.002881844380403458, 0.829971181556196]",4,0.4788242635561892,0.28367896087501765
70,309210,309409,3,[  1 109   6   1   1   1  39 536],"[0, 5]","[3, 4]","[0.001440922190201729, 0.15706051873198848, 0.008645533141210375, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.056195965417867436, 0.7723342939481268]",8,0.7308260087613418,0.37559069504771225
71,309360,309559,1,[  2 149 543],[0],[],"[0.002881844380403458, 0.21469740634005763, 0.7824207492795389]",3,0.5391511324504353,0.3417144897806643
72,314460,314659,1,[  3 299 392],[0],[],"[0.004322766570605188, 0.430835734870317, 0.5648414985590778]",3,0.7089516341268609,0.4953159647534653
73,317610,317809,1,[  1 583   2 108],[0],[2],"[0.001440922190201729, 0.840057636887608, 0.002881844380403458, 0.15561959654178675]",4,0.46219876665540294,0.2700753265951882
74,317660,317859,3,[  1 381 168  34   1   1  37  35  36],[0],"[4, 5]","[0.001440922190201729, 0.5489913544668588, 0.2420749279538905, 0.04899135446685879, 0.001440922190201729, 0.001440922190201729, 0.053314121037463975, 0.05043227665706052, 0.05187319884726225]",9,1.3090762904717095,0.6295252016045312
75,317810,318009,2,[  1 419 203  71],[0],[],"[0.001440922190201729, 0.6037463976945245, 0.29250720461095103, 0.10230547550432277]",4,0.9068826226641649,0.5394613359466485
76,318210,318409,1,[604   4  86],[],[1],"[0.8703170028818443, 0.005763688760806916, 0.1239193083573487]",3,0.4093626514651483,0.2271590994028686
77,318310,318509,2,[  1  91 512   4  86],[0],[3],"[0.001440922190201729, 0.13112391930835735, 0.7377521613832853, 0.005763688760806916, 0.1239193083573487]",5,0.788683101665965,0.423136974810853
78,318410,318609,1,[  1  91 602],[0],[],"[0.001440922190201729, 0.13112391930835735, 0.8674351585014409]",3,0.39918205104146787,0.23036068732403714
79,318560,318759,1,[  2 607   1  84],[0],[2],"[0.002881844380403458, 0.8746397694524496, 0.001440922190201729, 0.12103746397694524]",4,0.39902544517960903,0.22034482472240446
80,324260,324459,1,[471   3 220],[],[1],"[0.6786743515850144, 0.004322766570605188, 0.3170028818443804]",3,0.650783114187991,0.438891611092194
81,326560,326759,1,[567   3 124],[],[1],"[0.8170028818443804, 0.004322766570605188, 0.1786743515850144]",3,0.4963704097652132,0.3005630808328281
82,326660,326859,2,[  1 350   3 213   3 124],[0],"[2, 4]","[0.001440922190201729, 0.5043227665706052, 0.004322766570605188, 0.3069164265129683, 0.004322766570605188, 0.1786743515850144]",6,1.0719555005178252,0.6194968814623492
83,326760,326959,1,[  1 477   3 213],[0],[2],"[0.001440922190201729, 0.6873198847262247, 0.004322766570605188, 0.3069164265129683]",4,0.6531975594753195,0.4333729206288567
84,327960,328159,1,[614   1  79],[],[1],"[0.8847262247838616, 0.001440922190201729, 0.1138328530259366]",3,0.3651473694012711,0.20429951249491318
85,328910,329109,1,[  2 302   3 387],[0],[2],"[0.002881844380403458, 0.43515850144092216, 0.004322766570605188, 0.5576368876080692]",4,0.728147109387409,0.4996511888646198
86,332960,333159,1,[  1 619   2  72],[0],[2],"[0.001440922190201729, 0.8919308357348703, 0.002881844380403458, 0.1037463976945245]",4,0.36336040615227877,0.1936856879469142
87,335910,336109,1,[  4  89   1 600],[0],[2],"[0.005763688760806916, 0.1282420749279539, 0.001440922190201729, 0.8645533141210374]",4,0.4283630160106549,0.23606624089561423
88,336010,336209,2,[  1   3  89   1   2 376   1 221],"[0, 1, 4]","[3, 6]","[0.001440922190201729, 0.004322766570605188, 0.1282420749279539, 0.001440922190201729, 0.002881844380403458, 0.5417867435158501, 0.001440922190201729, 0.3184438040345821]",8,1.0285090742196168,0.5885814183325166
89,336110,336309,2,[  2   1 394   5  70   1 221],"[0, 1]","[3, 5]","[0.002881844380403458, 0.001440922190201729, 0.5677233429394812, 0.007204610951008645, 0.10086455331412104, 0.001440922190201729, 0.3184438040345821]",7,0.9884310870694057,0.5660457274788429
90,336210,336409,1,[  2 617   5  70],[0],[2],"[0.002881844380403458, 0.8890489913544669, 0.007204610951008645, 0.10086455331412104]",4,0.3883331440567038,0.19935802141035963
91,336760,336959,1,[  1 538   4 151],[0],[2],"[0.001440922190201729, 0.7752161383285303, 0.005763688760806916, 0.21757925072046108]",4,0.5683763723647681,0.3516639121660341
92,337060,337259,1,[  2 615   1  76],[0],[2],"[0.002881844380403458, 0.8861671469740634, 0.001440922190201729, 0.10951008645533142]",4,0.3755847516827562,0.20270494730460342
93,338710,338909,1,[  2 465   2 225],[0],[2],"[0.002881844380403458, 0.670028818443804, 0.002881844380403458, 0.3242074927953891]",4,0.667194478062489,0.4459342740160619
94,341410,341609,1,[617   2  75],[],[1],"[0.8890489913544669, 0.002881844380403458, 0.10806916426512968]",3,0.36186376075757176,0.19790464167960853
95,341460,341659,3,[171   1 121   2   1 258   1  62   1   1  21  27  27],[],"[1, 3, 4, 6, 8, 9]","[0.24639769452449567, 0.001440922190201729, 0.17435158501440923, 0.002881844380403458, 0.001440922190201729, 0.37175792507204614, 0.001440922190201729, 0.0893371757925072, 0.001440922190201729, 0.001440922190201729, 0.03025936599423631, 0.03890489913544669, 0.03890489913544669]",13,1.6557897050611576,0.7587431172088466
96,341560,341759,4,"[  1 150   2  18   1  92  29   2   1 249   9   1  44   1  17   1   1  21
  19   8  26   1]",[0],"[2, 4, 7, 8, 11, 13, 15, 16]","[0.001440922190201729, 0.21613832853025935, 0.002881844380403458, 0.025936599423631124, 0.001440922190201729, 0.13256484149855907, 0.04178674351585014, 0.002881844380403458, 0.001440922190201729, 0.35878962536023057, 0.012968299711815562, 0.001440922190201729, 0.06340057636887608, 0.001440922190201729, 0.024495677233429394, 0.001440922190201729, 0.001440922190201729, 0.03025936599423631, 0.027377521613832854, 0.011527377521613832, 0.037463976945244955, 0.001440922190201729]",22,2.004192681094157,0.796539295235406
97,341610,341809,5,"[  1  91  80   1   1   5  13   1  79  32   1  37   1   1   1 134   3 139
   2   8   1   7  37   1   2  15]",[0],"[3, 4, 7, 10, 12, 13, 14, 16, 20, 23]","[0.001440922190201729, 0.13112391930835735, 0.11527377521613832, 0.001440922190201729, 0.001440922190201729, 0.007204610951008645, 0.018731988472622477, 0.001440922190201729, 0.1138328530259366, 0.04610951008645533, 0.001440922190201729, 0.053314121037463975, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.1930835734870317, 0.004322766570605188, 0.20028818443804033, 0.002881844380403458, 0.011527377521613832, 0.001440922190201729, 0.010086455331412104, 0.053314121037463975, 0.001440922190201729, 0.002881844380403458, 0.021613832853025938]",26,2.2991171712755882,0.8701924274763514
98,341660,341859,5,[  1 298  13   1   1   1   1   1  44  16 230   1   2   9   1   1   1  72],[0],"[4, 5, 6, 7, 11, 12, 14, 16]","[0.001440922190201729, 0.42939481268011526, 0.018731988472622477, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.06340057636887608, 0.023054755043227664, 0.3314121037463977, 0.001440922190201729, 0.002881844380403458, 0.012968299711815562, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.1037463976945245]",18,1.4678559932842004,0.6899235107010273
99,341760,341959,4,[308  13   1   1   2   1   1  45  16   1 305],[],"[3, 4, 5, 6, 9]","[0.4438040345821326, 0.018731988472622477, 0.001440922190201729, 0.001440922190201729, 0.002881844380403458, 0.001440922190201729, 0.001440922190201729, 0.06484149855907781, 0.023054755043227664, 0.001440922190201729, 0.43948126801152737]",11,1.124665486984121,0.6047886785871488
100,341810,342009,2,[354  13   2  16   2 307],[],"[2, 4]","[0.5100864553314121, 0.018731988472622477, 0.002881844380403458, 0.023054755043227664, 0.002881844380403458, 0.4423631123919308]",6,0.8993138687435451,0.543227665706052
101,342060,342259,1,[  4 533   2 155],[0],[2],"[0.005763688760806916, 0.7680115273775217, 0.002881844380403458, 0.22334293948126802]",4,0.5840940296588537,0.36023470006394864
102,342260,342459,2,[  1 422   3   1   1 266],[0],"[3, 4]","[0.001440922190201729, 0.6080691642651297, 0.004322766570605188, 0.001440922190201729, 0.001440922190201729, 0.38328530259365995]",6,0.7218695145051717,0.4833193532044946
103,342360,342559,4,[  1   1 420   1   2   1   1   1  51 150  65],"[0, 1, 8]","[5, 6, 7]","[0.001440922190201729, 0.001440922190201729, 0.6051873198847262, 0.001440922190201729, 0.002881844380403458, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.07348703170028818, 0.21613832853025935, 0.0936599423631124]",11,1.1220874547082036,0.5728392395917249
104,342460,342659,2,[ 53 574   1  66],[0],[2],"[0.07636887608069164, 0.8270893371757925, 0.001440922190201729, 0.09510086455331412]",4,0.58663340448456,0.30104477240073424
105,342660,342859,1,[  1 151   2 540],[0],[2],"[0.001440922190201729, 0.21757925072046108, 0.002881844380403458, 0.7780979827089337]",4,0.553361175086536,0.3472124176764195
106,345760,345959,1,[  1 591 102],[0],[],"[0.001440922190201729, 0.8515850144092219, 0.14697406340057637]",3,0.42806202788144476,0.25319951166441057
107,346210,346409,1,[  2 193   2 497],[0],[2],"[0.002881844380403458, 0.2780979827089337, 0.002881844380403458, 0.7161383285302594]",4,0.6287240669176011,0.40979079636904214
108,346260,346459,2,[  1   1 193   2 416   3  78],"[0, 1]","[3, 5]","[0.001440922190201729, 0.001440922190201729, 0.2780979827089337, 0.002881844380403458, 0.5994236311239193, 0.004322766570605188, 0.11239193083573487]",7,0.9675876745756218,0.5506897324950792
109,346410,346609,1,[612   3  79],[],[1],"[0.8818443804034583, 0.004322766570605188, 0.1138328530259366]",3,0.38177689694997075,0.20937388401199242
110,347110,347309,1,[391   3 300],[],[1],"[0.5634005763688761, 0.004322766570605188, 0.4322766570605187]",3,0.7093376158135154,0.49569799599697695
111,348310,348509,1,[551   3 140],[],[1],"[0.7939481268011528, 0.004322766570605188, 0.2017291066282421]",3,0.5296597762495093,0.328933053177088
112,353810,354009,1,[  2 127   1 564],[0],[2],"[0.002881844380403458, 0.1829971181556196, 0.001440922190201729, 0.8126801152737753]",4,0.5056295221980636,0.30605270370155047
113,355460,355659,1,[619   1  74],[],[1],"[0.8919308357348703, 0.001440922190201729, 0.10662824207492795]",3,0.3501117577850847,0.19308772600054813
114,356110,356309,1,[559   2 133],[],[1],"[0.8054755043227666, 0.002881844380403458, 0.19164265129682997]",3,0.5077165081893498,0.3144740011128735
115,358760,358959,1,[  3 426   4 261],[0],[2],"[0.004322766570605188, 0.6138328530259366, 0.005763688760806916, 0.3760806916426513]",4,0.7206102859643568,0.48172063550066857
116,359510,359709,1,[  1 604   2  87],[0],[2],"[0.001440922190201729, 0.8703170028818443, 0.002881844380403458, 0.12536023054755044]",4,0.4074876431628609,0.22682274580803774
117,360360,360559,1,[536   5 153],[],[1],"[0.7723342939481268, 0.007204610951008645, 0.22046109510086456]",3,0.5684084131448981,0.35484473751962065
118,361510,361709,1,[  6 194   2 492],[0],[2],"[0.008645533141210375, 0.27953890489913547, 0.002881844380403458, 0.7089337175792507]",4,0.6581018415601337,0.41918793445672664
119,361610,361809,2,[  6 174  20   2   1 384 107],"[0, 4]",[3],"[0.008645533141210375, 0.2507204610951009, 0.02881844380403458, 0.002881844380403458, 0.001440922190201729, 0.553314121037464, 0.15417867435158503]",7,1.13214552795348,0.6062960409936133
120,361710,361909,4,[  1   1 258  90 123   1  92   1 108  13   6],"[0, 1]",[5],"[0.001440922190201729, 0.001440922190201729, 0.37175792507204614, 0.12968299711815562, 0.17723342939481268, 0.001440922190201729, 0.13256484149855907, 0.001440922190201729, 0.15561959654178675, 0.018731988472622477, 0.008645533141210375]",11,1.6500876103186137,0.7713418432176997
121,361810,362009,3,[  1 367 103 123   1  98   1],[0],[4],"[0.001440922190201729, 0.5288184438040345, 0.1484149855907781, 0.17723342939481268, 0.001440922190201729, 0.14121037463976946, 0.001440922190201729]",7,1.2314195503566558,0.6469657583735435
122,362960,363159,1,[  1 578   1 114],[0],[2],"[0.001440922190201729, 0.8328530259365994, 0.001440922190201729, 0.1642651296829971]",4,0.4678893679857574,0.27936865184496185
123,364410,364609,1,[459   2 233],[],[1],"[0.6613832853025937, 0.002881844380403458, 0.3357348703170029]",3,0.6567193661844437,0.4498459417485403
124,365710,365909,1,[  1 610   1  82],[0],[2],"[0.001440922190201729, 0.8789625360230547, 0.001440922190201729, 0.11815561959654179]",4,0.38460316778669434,0.21345995731216116
125,367360,367559,1,[608  86],[],[],"[0.8760806916426513, 0.1239193083573487]",2,0.3746618802283733,0.21712662674716998
126,367510,367709,2,[469   3 136  64  22],[],[1],"[0.6757925072046109, 0.004322766570605188, 0.19596541786743515, 0.09221902017291066, 0.03170028818443804]",5,0.9369661232786859,0.4953740999426953
127,367560,367759,1,[533   3 158],[],[1],"[0.7680115273775217, 0.004322766570605188, 0.2276657060518732]",3,0.5631668147364007,0.3583079337923244
128,369810,370009,1,[  3 224   1 466],[0],[2],"[0.004322766570605188, 0.3227665706051873, 0.001440922190201729, 0.6714697406340058]",4,0.6653897443914094,0.44492936574508546
