,window_start,window_end,variant_counts,unique_allele_counts,unique_alleles_with_missing_index,unique_alleles_with_het_index,unique_allele_frequencies,unique_allele_count,entropy,het
16,56131,56330,5,"[  1   1   1   1   1   1 277   2  21   2   1   1   5   1   1   3 248   6
   1   1   3  72   9   1  33]","[0, 1, 2, 3, 4, 5, 14]","[7, 9, 10, 11, 13, 18, 19]","[0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.39913544668587897, 0.002881844380403458, 0.03025936599423631, 0.002881844380403458, 0.001440922190201729, 0.001440922190201729, 0.007204610951008645, 0.001440922190201729, 0.001440922190201729, 0.004322766570605188, 0.3573487031700288, 0.008645533141210375, 0.001440922190201729, 0.001440922190201729, 0.004322766570605188, 0.1037463976945245, 0.012968299711815562, 0.001440922190201729, 0.04755043227665706]",25,1.556362609526454,0.6986770091936649
17,56231,56430,5,"[  1   1   1   1   1   1 214   1  59   6   1   1   1  20   4  75   2   1
   1  14   1   1   1   3   1 261   1  18   1]","[0, 1, 2, 3, 4, 5, 12, 22, 24]","[7, 10, 11, 16, 17, 18, 21, 26]","[0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.30835734870317005, 0.001440922190201729, 0.08501440922190202, 0.008645533141210375, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.02881844380403458, 0.005763688760806916, 0.10806916426512968, 0.002881844380403458, 0.001440922190201729, 0.001440922190201729, 0.020172910662824207, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.004322766570605188, 0.001440922190201729, 0.3760806916426513, 0.001440922190201729, 0.025936599423631124, 0.001440922190201729]",29,1.737124674561046,0.7424901793055336
18,56281,56480,7,"[  1   1   1   1   1   1   1  91   1  88   2  31   1   1   1  57   6   1
   1   1   1   9   1   9   4  67   8   1   1   1   1   8   2   4   1   1
   1   1   2   1 172  60  28   1   1   1  17   1]","[0, 1, 2, 3, 4, 5, 6, 13, 19, 36, 39]","[8, 12, 14, 17, 18, 22, 27, 28, 29, 30, 35, 44, 45]","[0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.13112391930835735, 0.001440922190201729, 0.12680115273775217, 0.002881844380403458, 0.0446685878962536, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.08213256484149856, 0.008645533141210375, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.012968299711815562, 0.001440922190201729, 0.012968299711815562, 0.005763688760806916, 0.09654178674351585, 0.011527377521613832, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.011527377521613832, 0.002881844380403458, 0.005763688760806916, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.002881844380403458, 0.001440922190201729, 0.2478386167146974, 0.08645533141210375, 0.040345821325648415, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.024495677233429394, 0.001440922190201729]",48,2.5159117809713045,0.8767118736971489
19,56331,56530,6,"[  1   1   1   1   1 276   4   1   1 162   1  36  41   1   1  17   2   1
   1  62  74   8]","[0, 1, 2, 3, 4, 17]","[7, 8, 10, 13, 14, 16, 18]","[0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.3976945244956772, 0.005763688760806916, 0.001440922190201729, 0.001440922190201729, 0.2334293948126801, 0.001440922190201729, 0.05187319884726225, 0.059077809798270896, 0.001440922190201729, 0.001440922190201729, 0.024495677233429394, 0.002881844380403458, 0.001440922190201729, 0.001440922190201729, 0.0893371757925072, 0.10662824207492795, 0.011527377521613832]",22,1.7833953588889744,0.761018694615851
20,56381,56580,7,"[  1   1   1   1   1 276   4   1   1 155   7   1  36  41   1   1  17   2
   1   1  62   1  73   8]","[0, 1, 2, 3, 4, 18]","[7, 8, 11, 14, 15, 17, 19, 21]","[0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.3976945244956772, 0.005763688760806916, 0.001440922190201729, 0.001440922190201729, 0.22334293948126802, 0.010086455331412104, 0.001440922190201729, 0.05187319884726225, 0.059077809798270896, 0.001440922190201729, 0.001440922190201729, 0.024495677233429394, 0.002881844380403458, 0.001440922190201729, 0.001440922190201729, 0.0893371757925072, 0.001440922190201729, 0.10518731988472622, 0.011527377521613832]",24,1.8325821309855908,0.7658273052678787
21,56431,56630,7,"[  1   1   1 273   1   3   2   2   1  70   4   1   1   1  33   1  10   1
 174   8   7   2   1  51   2   1  41]","[0, 1, 2]","[8, 11, 12, 13, 15, 17, 21, 22, 25]","[0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.39337175792507206, 0.001440922190201729, 0.004322766570605188, 0.002881844380403458, 0.002881844380403458, 0.001440922190201729, 0.10086455331412104, 0.005763688760806916, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.04755043227665706, 0.001440922190201729, 0.01440922190201729, 0.001440922190201729, 0.2507204610951009, 0.011527377521613832, 0.010086455331412104, 0.002881844380403458, 0.001440922190201729, 0.07348703170028818, 0.002881844380403458, 0.001440922190201729, 0.059077809798270896]",27,1.8417668500079314,0.7605203929938792
22,56481,56680,5,[328   1   5   1  36   2  10   1 220   8   7   1  70   4],[],"[3, 5, 7, 11]","[0.47262247838616717, 0.001440922190201729, 0.007204610951008645, 0.001440922190201729, 0.05187319884726225, 0.002881844380403458, 0.01440922190201729, 0.001440922190201729, 0.3170028818443804, 0.011527377521613832, 0.010086455331412104, 0.001440922190201729, 0.10086455331412104, 0.005763688760806916]",14,1.3819974819045997,0.6627286996819174
23,56531,56730,7,"[  1   1  10 288   1  63   1   1   1   5   2   1   2   1   1   2  18 205
   1   1   1   6  70   4   7]","[0, 1, 2, 7, 11, 13, 14, 15, 16, 18, 19, 21, 23]","[4, 7, 8, 13, 18, 20]","[0.001440922190201729, 0.001440922190201729, 0.01440922190201729, 0.414985590778098, 0.001440922190201729, 0.09077809798270893, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.007204610951008645, 0.002881844380403458, 0.001440922190201729, 0.002881844380403458, 0.001440922190201729, 0.001440922190201729, 0.002881844380403458, 0.025936599423631124, 0.2953890489913545, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.008645533141210375, 0.10086455331412104, 0.005763688760806916, 0.010086455331412104]",25,1.6465965437496222,0.7209261766147048
24,56581,56780,7,"[  1   1   1   8   1   3 223   1  61   1  62   1   1   1   1   1   5   2
   1   7   3  69   1   1   1   1   1   2   3  17   2  73   1 136]","[0, 1, 2, 3, 4, 5, 13, 15, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30]","[7, 9, 13, 14, 18, 22, 32]","[0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.011527377521613832, 0.001440922190201729, 0.004322766570605188, 0.32132564841498557, 0.001440922190201729, 0.08789625360230548, 0.001440922190201729, 0.0893371757925072, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.007204610951008645, 0.002881844380403458, 0.001440922190201729, 0.010086455331412104, 0.004322766570605188, 0.0994236311239193, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.002881844380403458, 0.004322766570605188, 0.024495677233429394, 0.002881844380403458, 0.10518731988472622, 0.001440922190201729, 0.19596541786743515]",34,2.0951549452712923,0.8206861613334552
25,56631,56830,6,"[  2   3   1   1   1   1   3  11   2   4  12   2   2   1   2 284  12   1
   1 118  84   1  21   1  42   1   1   7   3  69]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 27, 28]","[17, 18, 21, 23, 26]","[0.002881844380403458, 0.004322766570605188, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.004322766570605188, 0.01585014409221902, 0.002881844380403458, 0.005763688760806916, 0.01729106628242075, 0.002881844380403458, 0.002881844380403458, 0.001440922190201729, 0.002881844380403458, 0.4092219020172911, 0.01729106628242075, 0.001440922190201729, 0.001440922190201729, 0.17002881844380405, 0.12103746397694524, 0.001440922190201729, 0.03025936599423631, 0.001440922190201729, 0.06051873198847262, 0.001440922190201729, 0.001440922190201729, 0.010086455331412104, 0.004322766570605188, 0.0994236311239193]",30,1.9682519851580342,0.7734097949488825
26,56681,56880,10,"[  1   1   3   1   1   1   1   1   1   1   7   1   3   1   1   3   1   1
   1   1   9   2   2   1   2 224   1   4  55   3   5   4   1   1  91   3
   9  15   9   9   1  59   6   1  21   1  40   2   1   1   1   5   1   3
  59   2   8]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 50, 51, 52, 53]","[19, 32, 33, 40, 43, 45, 49]","[0.001440922190201729, 0.001440922190201729, 0.004322766570605188, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.010086455331412104, 0.001440922190201729, 0.004322766570605188, 0.001440922190201729, 0.001440922190201729, 0.004322766570605188, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.012968299711815562, 0.002881844380403458, 0.002881844380403458, 0.001440922190201729, 0.002881844380403458, 0.3227665706051873, 0.001440922190201729, 0.005763688760806916, 0.0792507204610951, 0.004322766570605188, 0.007204610951008645, 0.005763688760806916, 0.001440922190201729, 0.001440922190201729, 0.13112391930835735, 0.004322766570605188, 0.012968299711815562, 0.021613832853025938, 0.012968299711815562, 0.012968299711815562, 0.001440922190201729, 0.08501440922190202, 0.008645533141210375, 0.001440922190201729, 0.03025936599423631, 0.001440922190201729, 0.05763688760806916, 0.002881844380403458, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.007204610951008645, 0.001440922190201729, 0.004322766570605188, 0.08501440922190202, 0.002881844380403458, 0.011527377521613832]",57,2.579418144020163,0.851825860193175
27,56731,56930,7,"[  3   1   1   1   5   1   1   2   1   1 321   1   1   7   1   1  64   1
  43   3   4   4   1   1   1   1  95   3  10  15  12  10   2  11   1  56
   7]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 24, 25]","[15, 17, 22, 23, 32, 34]","[0.004322766570605188, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.007204610951008645, 0.001440922190201729, 0.001440922190201729, 0.002881844380403458, 0.001440922190201729, 0.001440922190201729, 0.46253602305475505, 0.001440922190201729, 0.001440922190201729, 0.010086455331412104, 0.001440922190201729, 0.001440922190201729, 0.09221902017291066, 0.001440922190201729, 0.06195965417867435, 0.004322766570605188, 0.005763688760806916, 0.005763688760806916, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.13688760806916425, 0.004322766570605188, 0.01440922190201729, 0.021613832853025938, 0.01729106628242075, 0.01440922190201729, 0.002881844380403458, 0.01585014409221902, 0.001440922190201729, 0.08069164265129683, 0.010086455331412104]",37,2.0172856625952686,0.7466053202003172
28,56781,56980,6,"[  3   1   1   2   1   1   1   2 422   1   3   1  18   1   1  79   1   1
  55  10   2  14   1  61  11]","[0, 1, 2, 3, 4, 5, 6, 7, 13]","[14, 16, 17, 20, 22]","[0.004322766570605188, 0.001440922190201729, 0.001440922190201729, 0.002881844380403458, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.002881844380403458, 0.6080691642651297, 0.001440922190201729, 0.004322766570605188, 0.001440922190201729, 0.025936599423631124, 0.001440922190201729, 0.001440922190201729, 0.1138328530259366, 0.001440922190201729, 0.001440922190201729, 0.0792507204610951, 0.01440922190201729, 0.002881844380403458, 0.020172910662824207, 0.001440922190201729, 0.08789625360230548, 0.01585014409221902]",25,1.4755094190467397,0.6016618359092758
29,56831,57030,6,"[  1   1   1   1   1   2   1   1 296   1 182  10   1   2   1   3   7   8
   1   1  69  11   1   1  60  30]","[0, 1, 2, 3, 4, 5, 6, 7, 14, 19, 22]","[9, 13, 18, 23]","[0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.002881844380403458, 0.001440922190201729, 0.001440922190201729, 0.4265129682997118, 0.001440922190201729, 0.2622478386167147, 0.01440922190201729, 0.001440922190201729, 0.002881844380403458, 0.001440922190201729, 0.004322766570605188, 0.010086455331412104, 0.011527377521613832, 0.001440922190201729, 0.001440922190201729, 0.0994236311239193, 0.01585014409221902, 0.001440922190201729, 0.001440922190201729, 0.08645533141210375, 0.043227665706051875]",26,1.705218952691109,0.7293267114584459
30,56881,57080,3,"[  2   1   4   1   1   1 239  68   1 189   1   1   1   2   1 112   1  26
  42]","[0, 1, 2, 3, 4, 5, 14]","[8, 11, 12, 13, 16]","[0.002881844380403458, 0.001440922190201729, 0.005763688760806916, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.34438040345821325, 0.09798270893371758, 0.001440922190201729, 0.2723342939481268, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.002881844380403458, 0.001440922190201729, 0.16138328530259366, 0.001440922190201729, 0.037463976945244955, 0.06051873198847262]",19,1.6938065823827286,0.7664543348088598
31,56931,57130,4,[  2   1   1   1   1  24   5   7   1 318   1  96   1  55   2 177   1],"[0, 1, 2, 3, 4]","[6, 8, 10, 12, 14]","[0.002881844380403458, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.0345821325648415, 0.007204610951008645, 0.010086455331412104, 0.001440922190201729, 0.45821325648414984, 0.001440922190201729, 0.138328530259366, 0.001440922190201729, 0.0792507204610951, 0.002881844380403458, 0.25504322766570603, 0.001440922190201729]",17,1.4879964054426684,0.6981953176257589
32,57031,57230,8,"[  1   1   1   1   1  63   1  15   2   4   1   7   1   1   1   2   1   6
 385   1   2   1  96   1   1  76   5  16]","[0, 1, 2, 3, 4, 13, 14, 15, 21, 24]","[6, 8, 9, 10, 12, 17, 19, 20, 23]","[0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.09077809798270893, 0.001440922190201729, 0.021613832853025938, 0.002881844380403458, 0.005763688760806916, 0.001440922190201729, 0.010086455331412104, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.002881844380403458, 0.001440922190201729, 0.008645533141210375, 0.5547550432276657, 0.001440922190201729, 0.002881844380403458, 0.001440922190201729, 0.138328530259366, 0.001440922190201729, 0.001440922190201729, 0.10951008645533142, 0.007204610951008645, 0.023054755043227664]",28,1.574986827614482,0.6515625908362331
33,57081,57280,7,"[  1   2   1   1   1 140   5   1  31   2   4   1   7   1   1   1   2   1
   6 385   1   2   1  96]","[0, 1, 2, 3, 4, 14, 15, 16, 22]","[7, 9, 10, 11, 13, 18, 20, 21]","[0.001440922190201729, 0.002881844380403458, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.2017291066282421, 0.007204610951008645, 0.001440922190201729, 0.0446685878962536, 0.002881844380403458, 0.005763688760806916, 0.001440922190201729, 0.010086455331412104, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.002881844380403458, 0.001440922190201729, 0.008645533141210375, 0.5547550432276657, 0.001440922190201729, 0.002881844380403458, 0.001440922190201729, 0.138328530259366]",24,1.395542385728798,0.6301024009833152
34,57131,57330,6,"[  1   1   1   1   3   1   1 140   5   1   2  11 357   1  28   1   1   2
   1   2  82  51]","[0, 1, 2, 3, 4, 5, 6, 11, 18, 19]","[8, 9, 10, 13, 15, 16, 17]","[0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.004322766570605188, 0.001440922190201729, 0.001440922190201729, 0.2017291066282421, 0.007204610951008645, 0.001440922190201729, 0.002881844380403458, 0.01585014409221902, 0.5144092219020173, 0.001440922190201729, 0.040345821325648415, 0.001440922190201729, 0.001440922190201729, 0.002881844380403458, 0.001440922190201729, 0.002881844380403458, 0.11815561959654179, 0.07348703170028818]",22,1.5176359625205436,0.6733300666893669
35,57231,57430,1,[ 19 590   3  82],[0],[2],"[0.027377521613832854, 0.8501440922190202, 0.004322766570605188, 0.11815561959654179]",4,0.5124093488112759,0.2625260570223156
36,57331,57530,1,[  5 587   1 101],[0],[2],"[0.007204610951008645, 0.845821325648415, 0.001440922190201729, 0.14553314121037464]",4,0.4670916564690087,0.26335240721208564
37,57431,57630,3,[  4   1   1   2 272 262   1  49   1   1   1   1   1  97],"[0, 1, 2, 3, 9, 10]","[6, 8, 12]","[0.005763688760806916, 0.001440922190201729, 0.001440922190201729, 0.002881844380403458, 0.3919308357348703, 0.37752161383285304, 0.001440922190201729, 0.07060518731988473, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.13976945244956773]",14,1.319039606982645,0.6792889235854461
38,57481,57680,5,"[  3   1   1   1   1   1 272   1  12 115 134   1  49   1   1   1   1   1
  97]","[0, 1, 2, 3, 4, 5, 7, 14, 15]","[5, 11, 13, 17]","[0.004322766570605188, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.3919308357348703, 0.001440922190201729, 0.01729106628242075, 0.16570605187319884, 0.1930835734870317, 0.001440922190201729, 0.07060518731988473, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.13976945244956773]",19,1.651525611553755,0.7567872833426073
39,57531,57730,6,"[  3   1   1   1   1   1   1   1 210   1  62   1  12 114   1   3  33  98
   1   1 146   1]","[0, 1, 2, 3, 4, 5, 6, 7, 11, 15]","[6, 9, 18, 19, 21]","[0.004322766570605188, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.3025936599423631, 0.001440922190201729, 0.0893371757925072, 0.001440922190201729, 0.01729106628242075, 0.1642651296829971, 0.001440922190201729, 0.004322766570605188, 0.04755043227665706, 0.14121037463976946, 0.001440922190201729, 0.001440922190201729, 0.21037463976945245, 0.001440922190201729]",22,1.8631776965623836,0.8066506656479167
40,57581,57780,7,"[  3   1   1   1   1   1   1   1 210   1  62   1  12 114   1   2   1   1
  32  98   1   1 146   1]","[0, 1, 2, 3, 4, 5, 6, 7, 11, 15, 16]","[6, 9, 17, 20, 21, 23]","[0.004322766570605188, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.3025936599423631, 0.001440922190201729, 0.0893371757925072, 0.001440922190201729, 0.01729106628242075, 0.1642651296829971, 0.001440922190201729, 0.002881844380403458, 0.001440922190201729, 0.001440922190201729, 0.04610951008645533, 0.14121037463976946, 0.001440922190201729, 0.001440922190201729, 0.21037463976945245, 0.001440922190201729]",24,1.8723862601700016,0.8067918511074754
41,57631,57830,6,"[  4   1   1   1   1 209   1   1   1   1 221   2   1 114   1   1   1   1
   1  32   2   1  95]","[0, 1, 2, 3, 4, 8, 15, 16, 17, 20]","[7, 11, 12, 18]","[0.005763688760806916, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.3011527377521614, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.3184438040345821, 0.002881844380403458, 0.001440922190201729, 0.1642651296829971, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.04610951008645533, 0.002881844380403458, 0.001440922190201729, 0.13688760806916425]",23,1.6414517031993072,0.7599722612097103
42,57681,57880,4,[  4   1   1   1   1 209   1   1   1   1   1   1   1   1 369   2   1  97],"[0, 1, 2, 3, 4, 8, 9, 10, 12, 15]","[7, 11]","[0.005763688760806916, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.3011527377521614, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.531700288184438, 0.002881844380403458, 0.001440922190201729, 0.13976945244956773]",18,1.141448535388609,0.6069978157778902
43,57731,57930,2,[  6   1   1 209   1   2   3   2 469],"[0, 1, 2, 6]",[5],"[0.008645533141210375, 0.001440922190201729, 0.001440922190201729, 0.3011527377521614, 0.001440922190201729, 0.002881844380403458, 0.004322766570605188, 0.002881844380403458, 0.6757925072046109]",9,0.7528472638705467,0.4524952453720237
44,57781,57980,2,[  3   5   2   1 164   2  46   6 342 123],"[0, 1, 2, 3, 7]",[5],"[0.004322766570605188, 0.007204610951008645, 0.002881844380403458, 0.001440922190201729, 0.23631123919308358, 0.002881844380403458, 0.06628242074927954, 0.008645533141210375, 0.49279538904899134, 0.17723342939481268]",10,1.3194666029366775,0.6653406306837528
45,57831,58030,1,[ 10 511   2 171],[0],[2],"[0.01440922190201729, 0.7363112391930836, 0.002881844380403458, 0.24639769452449567]",4,0.6484928912746601,0.39691800446810455
46,57881,58080,2,[  1   9 372   3 136   1   1 167   4],"[0, 1]","[3, 5, 6]","[0.001440922190201729, 0.012968299711815562, 0.5360230547550432, 0.004322766570605188, 0.19596541786743515, 0.001440922190201729, 0.001440922190201729, 0.24063400576368876, 0.005763688760806916]",9,1.1343010953341512,0.616145803054589
47,57981,58180,1,[  1 549   4 140],[0],[2],"[0.001440922190201729, 0.7910662824207493, 0.005763688760806916, 0.2017291066282421]",4,0.5474846968201842,0.333484207991097
48,59581,59780,1,[457   5 232],[],[1],"[0.6585014409221902, 0.007204610951008645, 0.33429394812680113]",3,0.6769524080177469,0.45457150213023945
49,60781,60980,1,[  4 620   1  69],[0],[2],"[0.005763688760806916, 0.8933717579250721, 0.001440922190201729, 0.0994236311239193]",4,0.36938175496508174,0.19196654735111163
50,67531,67730,1,[ 18 401   3 272],[0],[2],"[0.025936599423631124, 0.5778097982708934, 0.004322766570605188, 0.3919308357348703]",4,0.8023001695981866,0.5118346635218297
51,76281,76480,1,[  2 604   5  83],[0],[2],"[0.002881844380403458, 0.8703170028818443, 0.007204610951008645, 0.11959654178674352]",4,0.4272614851133806,0.22818477024142725
52,85531,85730,1,[  7 480 207],[0],[],"[0.010086455331412104, 0.69164265129683, 0.29827089337175794]",3,0.6621960366995305,0.43256318049315245
53,85831,86030,1,[247   1 446],[],[1],"[0.3559077809798271, 0.001440922190201729, 0.6426512968299711]",3,0.6612598974692556,0.4603268858640135
54,91731,91930,1,[392   8 294],[],[1],"[0.5648414985590778, 0.011527377521613832, 0.42363112391930835]",3,0.7379436822231267,0.501357871919873
55,96481,96680,1,[  2 503 189],[0],[],"[0.002881844380403458, 0.7247838616714697, 0.2723342939481268]",3,0.6043835804382727,0.4005140811733343
56,96781,96980,1,[597   1  96],[],[1],"[0.8602305475504323, 0.001440922190201729, 0.138328530259366]",3,0.41257002523836683,0.2408665465206089
57,96831,97030,2,[505  92   1  96],[],[2],"[0.7276657060518732, 0.13256484149855907, 0.001440922190201729, 0.138328530259366]",4,0.7822644932827689,0.4337923244940163
58,96981,97180,1,[602  92],[],[],"[0.8674351585014409, 0.13256484149855907]",2,0.3912334429788189,0.22998280859404185
